-10.0,-69.03776031111295
-9.995,-76.44433231814999
-9.989999999999998,-84.66694034794573
-9.984999999999998,-93.79932032379216
-9.979999999999997,-103.9465780826946
-9.974999999999996,-115.22665811480599
-9.969999999999995,-127.77201515584404
-9.964999999999995,-141.73151860929053
-9.959999999999994,-157.272624510516
-9.954999999999993,-174.58385527901837
-9.949999999999992,-193.8776339803565
-9.944999999999991,-215.39352740791685
-9.93999999999999,-239.40196119885368
-9.93499999999999,-266.2084806630818
-9.929999999999989,-296.15864331909097
-9.924999999999988,-329.64364364567143
-9.919999999999987,-367.1067876931907
-9.914999999999987,-409.05095545549943
-9.909999999999986,-456.0472128930639
-9.904999999999985,-508.7447639499931
-9.899999999999984,-567.8824667126626
-9.894999999999984,-634.3021780859874
-9.889999999999983,-708.9642393234244
-9.884999999999982,-792.9654720203516
-9.879999999999981,-887.5601227053091
-9.87499999999998,-994.1842762949691
-9.86999999999998,-1114.4843573117253
-9.864999999999979,-1250.3504564326126
-9.859999999999978,-1403.9553630061032
-9.854999999999977,-1577.800356994821
-9.849999999999977,-1774.7690230030162
-9.844999999999976,-1998.190602815224
-9.839999999999975,-2251.9147113722424
-9.834999999999974,-2540.3996169682387
-9.829999999999973,-2868.816745428383
-9.824999999999973,-3243.1746297804507
-9.819999999999972,-3670.4662161442798
-9.814999999999971,-4158.844284182329
-9.80999999999997,-4717.830785523005
-9.80499999999997,-5358.567195365388
-9.799999999999969,-6094.114573459464
-9.794999999999968,-6939.814020184625
-9.789999999999967,-7913.720692668313
-9.784999999999966,-9037.127644099552
-9.779999999999966,-10335.19963248653
-9.774999999999965,-11837.741926489272
-9.769999999999964,-13580.135291234874
-9.764999999999963,-15604.476123267195
-9.759999999999962,-17960.970585256466
-9.754999999999962,-20709.644173787932
-9.749999999999961,-23922.44423117556
-9.74499999999996,-27685.833528756182
-9.73999999999996,-32103.999582787783
-9.734999999999959,-37302.83864232725
-9.729999999999958,-43434.917744358834
-9.724999999999957,-50685.67611875505
-9.719999999999956,-59281.20291526627
-9.714999999999955,-69498.02761573585
-9.709999999999955,-81675.4905869653
-9.704999999999954,-96231.43492600975
-9.699999999999953,-113682.1919863165
-9.694999999999952,-134668.1423197026
-9.689999999999952,-159986.54971146095
-9.68499999999995,-190633.9281955252
-9.67999999999995,-227860.9659925626
-9.67499999999995,-273244.046681902
-9.669999999999948,-328779.0333884337
-9.664999999999948,-397004.41210466804
-9.659999999999947,-481164.55674966983
-9.654999999999946,-585426.8691373627
-9.649999999999945,-715172.5265800827
